Source_Offset,Target_Offset,Source_Type,Target_Type
$000000,$004cf7,graphics_or_audio,compressed_or_random
$000000,$004ccc,graphics_or_audio,compressed_or_random
$000000,$0fcccc,graphics_or_audio,compressed_or_random
$000000,$004cf7,graphics_or_audio,compressed_or_random
$000000,$004ccc,graphics_or_audio,compressed_or_random
$000000,$0bcccc,graphics_or_audio,graphics_or_audio
$000000,$004cf7,graphics_or_audio,compressed_or_random
$000000,$004ccc,graphics_or_audio,compressed_or_random
$000000,$0bcccc,graphics_or_audio,graphics_or_audio
$000000,$004cf7,graphics_or_audio,compressed_or_random
$000400,$003012,compressed_or_random,compressed_or_random
$000400,$32b012,compressed_or_random,graphics_or_audio
$000400,$0049ac,compressed_or_random,compressed_or_random
$000400,$1749ac,compressed_or_random,graphics_or_audio
$000400,$00492e,compressed_or_random,compressed_or_random
$000400,$0040c9,compressed_or_random,compressed_or_random
$000400,$1740c9,compressed_or_random,graphics_or_audio
$000400,$00492e,compressed_or_random,compressed_or_random
$000400,$001c66,compressed_or_random,compressed_or_random
$000400,$0049ac,compressed_or_random,compressed_or_random
$000800,$002d20,graphics_or_audio,compressed_or_random
$000800,$006a9d,graphics_or_audio,compressed_or_random
$000800,$186a9d,graphics_or_audio,graphics_or_audio
$000800,$0045ad,graphics_or_audio,compressed_or_random
$000800,$000fea,graphics_or_audio,graphics_or_audio
$000800,$010fea,graphics_or_audio,graphics_or_audio
$000800,$002900,graphics_or_audio,compressed_or_random
$000800,$0027ad,graphics_or_audio,compressed_or_random
$000800,$000fea,graphics_or_audio,graphics_or_audio
$000800,$0b0fea,graphics_or_audio,graphics_or_audio
$000c00,$004934,graphics_or_audio,compressed_or_random
$000c00,$0c4934,graphics_or_audio,graphics_or_audio
$000c00,$001018,graphics_or_audio,compressed_or_random
$000c00,$071018,graphics_or_audio,structured_data
$000c00,$00420e,graphics_or_audio,compressed_or_random
$000c00,$10420e,graphics_or_audio,graphics_or_audio
$000c00,$002920,graphics_or_audio,compressed_or_random
$000c00,$006cc6,graphics_or_audio,compressed_or_random
$000c00,$000008,graphics_or_audio,graphics_or_audio
$000c00,$060008,graphics_or_audio,compressed_or_random
$001000,$001d55,compressed_or_random,compressed_or_random
$001000,$0f9d55,compressed_or_random,graphics_or_audio
$001000,$005d1f,compressed_or_random,compressed_or_random
$001000,$004aca,compressed_or_random,compressed_or_random
$001000,$084aca,compressed_or_random,compressed_or_random
$001000,$007910,compressed_or_random,compressed_or_random
$001000,$0042ab,compressed_or_random,compressed_or_random
$001000,$1842ab,compressed_or_random,graphics_or_audio
$001000,$004208,compressed_or_random,compressed_or_random
$001000,$184208,compressed_or_random,graphics_or_audio
$001400,$005a48,compressed_or_random,graphics_or_audio
$001400,$2d5a48,compressed_or_random,compressed_or_random
$001400,$000b5a,compressed_or_random,graphics_or_audio
$001400,$3c0b5a,compressed_or_random,graphics_or_audio
$001400,$003578,compressed_or_random,graphics_or_audio
$001400,$003578,compressed_or_random,graphics_or_audio
$001400,$000500,compressed_or_random,compressed_or_random
$001400,$180500,compressed_or_random,graphics_or_audio
$001400,$007002,compressed_or_random,graphics_or_audio
$001400,$1bf002,compressed_or_random,graphics_or_audio
$001800,$000000,graphics_or_audio,graphics_or_audio
$001800,$090000,graphics_or_audio,graphics_or_audio
$001800,$001200,graphics_or_audio,compressed_or_random
$001800,$0b9200,graphics_or_audio,compressed_or_random
$001800,$000800,graphics_or_audio,graphics_or_audio
$001800,$2c0800,graphics_or_audio,compressed_or_random
$001800,$000192,graphics_or_audio,graphics_or_audio
$001800,$000192,graphics_or_audio,graphics_or_audio
$001800,$000704,graphics_or_audio,compressed_or_random
$001800,$000704,graphics_or_audio,compressed_or_random
$001c00,$000768,compressed_or_random,compressed_or_random
$001c00,$090768,compressed_or_random,graphics_or_audio
$001c00,$001840,compressed_or_random,graphics_or_audio
$001c00,$129840,compressed_or_random,graphics_or_audio
$001c00,$000592,compressed_or_random,compressed_or_random
$001c00,$388592,compressed_or_random,compressed_or_random
$001c00,$001664,compressed_or_random,compressed_or_random
$001c00,$000416,compressed_or_random,compressed_or_random
$001c00,$180416,compressed_or_random,graphics_or_audio
$001c00,$001488,compressed_or_random,compressed_or_random
$002000,$0023aa,graphics_or_audio,graphics_or_audio
$002000,$00a3aa,graphics_or_audio,graphics_or_audio
$002000,$006b01,graphics_or_audio,compressed_or_random
$002000,$14eb01,graphics_or_audio,graphics_or_audio
$002000,$007f29,graphics_or_audio,compressed_or_random
$002000,$007f29,graphics_or_audio,compressed_or_random
$002000,$006800,graphics_or_audio,compressed_or_random
$002000,$000ae8,graphics_or_audio,graphics_or_audio
$002000,$007490,graphics_or_audio,compressed_or_random
$002000,$0072f0,graphics_or_audio,graphics_or_audio
$002400,$007c1f,compressed_or_random,compressed_or_random
$002400,$007be0,compressed_or_random,compressed_or_random
$002400,$007be0,compressed_or_random,compressed_or_random
$002400,$007be1,compressed_or_random,compressed_or_random
$002400,$007bdf,compressed_or_random,compressed_or_random
$002400,$047bdf,compressed_or_random,compressed_or_random
$002400,$00428b,compressed_or_random,compressed_or_random
$002400,$18428b,compressed_or_random,graphics_or_audio
$002400,$0074da,compressed_or_random,compressed_or_random
$002400,$3f74da,compressed_or_random,repetitive_data
$002800,$002b48,compressed_or_random,compressed_or_random
$002800,$003300,compressed_or_random,compressed_or_random
$002800,$05b300,compressed_or_random,text_or_code
$002800,$000f0b,compressed_or_random,graphics_or_audio
$002800,$00487e,compressed_or_random,compressed_or_random
$002800,$00638f,compressed_or_random,compressed_or_random
$002800,$3ee38f,compressed_or_random,graphics_or_audio
$002800,$00031a,compressed_or_random,graphics_or_audio
$002800,$05831a,compressed_or_random,graphics_or_audio
$002800,$00740b,compressed_or_random,compressed_or_random
$002c00,$002a7e,compressed_or_random,compressed_or_random
$002c00,$001000,compressed_or_random,compressed_or_random
$002c00,$002fd8,compressed_or_random,compressed_or_random
$002c00,$332fd8,compressed_or_random,graphics_or_audio
$002c00,$005a48,compressed_or_random,graphics_or_audio
$002c00,$2d5a48,compressed_or_random,compressed_or_random
$002c00,$000b5a,compressed_or_random,graphics_or_audio
$002c00,$058b5a,compressed_or_random,graphics_or_audio
$002c00,$00620b,compressed_or_random,compressed_or_random
$002c00,$10620b,compressed_or_random,graphics_or_audio
$003000,$003e20,compressed_or_random,graphics_or_audio
$003000,$1a3e20,compressed_or_random,graphics_or_audio
$003000,$003d34,compressed_or_random,graphics_or_audio
$003000,$000988,compressed_or_random,graphics_or_audio
$003000,$100988,compressed_or_random,graphics_or_audio
$003000,$003e20,compressed_or_random,graphics_or_audio
$003000,$1a3e20,compressed_or_random,graphics_or_audio
$003000,$003d34,compressed_or_random,graphics_or_audio
$003000,$00098a,compressed_or_random,graphics_or_audio
$003000,$10098a,compressed_or_random,graphics_or_audio
$003400,$004818,graphics_or_audio,compressed_or_random
$003400,$0040c8,graphics_or_audio,compressed_or_random
$003400,$1040c8,graphics_or_audio,graphics_or_audio
$003400,$006490,graphics_or_audio,compressed_or_random
$003400,$003900,graphics_or_audio,graphics_or_audio
$003400,$133900,graphics_or_audio,compressed_or_random
$003400,$000926,graphics_or_audio,graphics_or_audio
$003400,$0048c8,graphics_or_audio,compressed_or_random
$003400,$001000,graphics_or_audio,compressed_or_random
$003400,$003960,graphics_or_audio,graphics_or_audio
$003800,$007ac0,graphics_or_audio,compressed_or_random
$003800,$0010bd,graphics_or_audio,compressed_or_random
$003800,$005a0c,graphics_or_audio,graphics_or_audio
$003800,$105a0c,graphics_or_audio,graphics_or_audio
$003800,$005620,graphics_or_audio,graphics_or_audio
$003800,$215620,graphics_or_audio,structured_data
$003800,$002e42,graphics_or_audio,compressed_or_random
$003800,$000a88,graphics_or_audio,graphics_or_audio
$003800,$110a88,graphics_or_audio,compressed_or_random
$003800,$004021,graphics_or_audio,compressed_or_random
$003c00,$007ac0,graphics_or_audio,compressed_or_random
$003c00,$0012bd,graphics_or_audio,compressed_or_random
$003c00,$005a0c,graphics_or_audio,graphics_or_audio
$003c00,$105a0c,graphics_or_audio,graphics_or_audio
$003c00,$005620,graphics_or_audio,graphics_or_audio
$003c00,$215620,graphics_or_audio,structured_data
$003c00,$002e42,graphics_or_audio,compressed_or_random
$003c00,$000a88,graphics_or_audio,graphics_or_audio
$003c00,$110a88,graphics_or_audio,compressed_or_random
$003c00,$006122,graphics_or_audio,compressed_or_random
$004000,$002bab,compressed_or_random,compressed_or_random
$004000,$242bab,compressed_or_random,graphics_or_audio
$004000,$005a48,compressed_or_random,graphics_or_audio
$004000,$2d5a48,compressed_or_random,compressed_or_random
$004000,$002a5a,compressed_or_random,compressed_or_random
$004000,$003bbf,compressed_or_random,graphics_or_audio
$004000,$20bbbf,compressed_or_random,structured_data
$004000,$004041,compressed_or_random,compressed_or_random
$004000,$005a89,compressed_or_random,graphics_or_audio
$004000,$0033bf,compressed_or_random,compressed_or_random
$004400,$000a92,compressed_or_random,graphics_or_audio
$004400,$240a92,compressed_or_random,graphics_or_audio
$004400,$007f29,compressed_or_random,compressed_or_random
$004400,$007f29,compressed_or_random,compressed_or_random
$004400,$001d00,compressed_or_random,compressed_or_random
$004400,$000af2,compressed_or_random,graphics_or_audio
$004400,$007fc9,compressed_or_random,compressed_or_random
$004400,$007fc9,compressed_or_random,compressed_or_random
$004400,$005000,compressed_or_random,compressed_or_random
$004400,$015000,compressed_or_random,compressed_or_random
$004800,$002b7e,compressed_or_random,compressed_or_random
$004800,$0022ab,compressed_or_random,graphics_or_audio
$004800,$0022ab,compressed_or_random,graphics_or_audio
$004800,$004d8b,compressed_or_random,compressed_or_random
$004800,$324d8b,compressed_or_random,graphics_or_audio
$004800,$000b64,compressed_or_random,graphics_or_audio
$004800,$004d8b,compressed_or_random,compressed_or_random
$004800,$334d8b,compressed_or_random,graphics_or_audio
$004800,$000b66,compressed_or_random,graphics_or_audio
$004800,$0068e8,compressed_or_random,compressed_or_random
$004c00,$00701c,compressed_or_random,graphics_or_audio
$004c00,$06701c,compressed_or_random,compressed_or_random
$004c00,$00290c,compressed_or_random,compressed_or_random
$004c00,$00290c,compressed_or_random,compressed_or_random
$004c00,$002a4c,compressed_or_random,compressed_or_random
$004c00,$252a4c,compressed_or_random,text_or_code
$004c00,$007a7a,compressed_or_random,compressed_or_random
$004c00,$347a7a,compressed_or_random,graphics_or_audio
$004c00,$004278,compressed_or_random,compressed_or_random
$004c00,$184278,compressed_or_random,graphics_or_audio
$005000,$0049fc,compressed_or_random,compressed_or_random
$005000,$0049fc,compressed_or_random,compressed_or_random
$005000,$0049fc,compressed_or_random,compressed_or_random
$005000,$0049fc,compressed_or_random,compressed_or_random
$005000,$007c5e,compressed_or_random,compressed_or_random
$005000,$0039a8,compressed_or_random,graphics_or_audio
$005000,$1139a8,compressed_or_random,compressed_or_random
$005000,$007d22,compressed_or_random,compressed_or_random
$005000,$0031a8,compressed_or_random,compressed_or_random
$005000,$0431a8,compressed_or_random,graphics_or_audio
$005400,$002de3,graphics_or_audio,compressed_or_random
$005400,$0063c8,graphics_or_audio,compressed_or_random
$005400,$0c63c8,graphics_or_audio,graphics_or_audio
$005400,$00488d,graphics_or_audio,compressed_or_random
$005400,$004ae3,graphics_or_audio,compressed_or_random
$005400,$0069d0,graphics_or_audio,compressed_or_random
$005400,$1169d0,graphics_or_audio,graphics_or_audio
$005400,$000b22,graphics_or_audio,graphics_or_audio
$005400,$2b8b22,graphics_or_audio,compressed_or_random
$005400,$004057,graphics_or_audio,compressed_or_random
$005800,$006813,graphics_or_audio,compressed_or_random
$005800,$256813,graphics_or_audio,graphics_or_audio
$005800,$00304a,graphics_or_audio,compressed_or_random
$005800,$07b04a,graphics_or_audio,graphics_or_audio
$005800,$00680f,graphics_or_audio,compressed_or_random
$005800,$25680f,graphics_or_audio,graphics_or_audio
$005800,$00304a,graphics_or_audio,compressed_or_random
$005800,$05b04a,graphics_or_audio,text_or_code
$005800,$00680b,graphics_or_audio,compressed_or_random
$005800,$25680b,graphics_or_audio,graphics_or_audio
$005c00,$0068e8,compressed_or_random,compressed_or_random
$005c00,$001000,compressed_or_random,compressed_or_random
$005c00,$001cf6,compressed_or_random,compressed_or_random
$005c00,$002ed6,compressed_or_random,compressed_or_random
$005c00,$000d3a,compressed_or_random,graphics_or_audio
$005c00,$002ee0,compressed_or_random,compressed_or_random
$005c00,$000d80,compressed_or_random,graphics_or_audio
$005c00,$002ecc,compressed_or_random,compressed_or_random
$005c00,$112ecc,compressed_or_random,graphics_or_audio
$005c00,$004062,compressed_or_random,compressed_or_random
$006000,$0028ad,compressed_or_random,compressed_or_random
$006000,$0050b1,compressed_or_random,compressed_or_random
$006000,$0550b1,compressed_or_random,graphics_or_audio
$006000,$00390a,compressed_or_random,graphics_or_audio
$006000,$1f390a,compressed_or_random,graphics_or_audio
$006000,$00313e,compressed_or_random,compressed_or_random
$006000,$003bb1,compressed_or_random,graphics_or_audio
$006000,$103bb1,compressed_or_random,graphics_or_audio
$006000,$002b61,compressed_or_random,compressed_or_random
$006000,$007a7a,compressed_or_random,compressed_or_random
$006400,$002a0a,compressed_or_random,compressed_or_random
$006400,$322a0a,compressed_or_random,graphics_or_audio
$006400,$004e69,compressed_or_random,compressed_or_random
$006400,$004e69,compressed_or_random,compressed_or_random
$006400,$000500,compressed_or_random,compressed_or_random
$006400,$090500,compressed_or_random,graphics_or_audio
$006400,$000512,compressed_or_random,compressed_or_random
$006400,$0b0512,compressed_or_random,graphics_or_audio
$006400,$002516,compressed_or_random,compressed_or_random
$006400,$082516,compressed_or_random,graphics_or_audio
$006800,$005a48,compressed_or_random,graphics_or_audio
$006800,$2d5a48,compressed_or_random,compressed_or_random
$006800,$000b5a,compressed_or_random,graphics_or_audio
$006800,$002b7f,compressed_or_random,compressed_or_random
$006800,$005aab,compressed_or_random,graphics_or_audio
$006800,$115aab,compressed_or_random,graphics_or_audio
$006800,$004905,compressed_or_random,compressed_or_random
$006800,$004905,compressed_or_random,compressed_or_random
$006800,$004514,compressed_or_random,compressed_or_random
$006800,$004514,compressed_or_random,compressed_or_random
$006c00,$00069d,compressed_or_random,compressed_or_random
$006c00,$0068c8,compressed_or_random,compressed_or_random
$006c00,$0048e8,compressed_or_random,compressed_or_random
$006c00,$0046c8,compressed_or_random,compressed_or_random
$006c00,$1546c8,compressed_or_random,compressed_or_random
$006c00,$00502a,compressed_or_random,compressed_or_random
$006c00,$007ad2,compressed_or_random,compressed_or_random
$006c00,$307ad2,compressed_or_random,graphics_or_audio
$006c00,$002d60,compressed_or_random,compressed_or_random
$006c00,$292d60,compressed_or_random,compressed_or_random
$007000,$002920,graphics_or_audio,compressed_or_random
$007000,$3a2920,graphics_or_audio,compressed_or_random
$007000,$001074,graphics_or_audio,compressed_or_random
$007000,$049074,graphics_or_audio,compressed_or_random
$007000,$002b09,graphics_or_audio,compressed_or_random
$007000,$007a7a,graphics_or_audio,compressed_or_random
$007000,$347a7a,graphics_or_audio,graphics_or_audio
$007000,$0022ae,graphics_or_audio,graphics_or_audio
$007000,$002ec0,graphics_or_audio,compressed_or_random
$007000,$002e9a,graphics_or_audio,compressed_or_random
$007400,$00405c,compressed_or_random,compressed_or_random
$007400,$0016ad,compressed_or_random,compressed_or_random
$007400,$0005e0,compressed_or_random,compressed_or_random
$007400,$0305e0,compressed_or_random,graphics_or_audio
$007400,$002d08,compressed_or_random,compressed_or_random
$007400,$00609a,compressed_or_random,compressed_or_random
$007400,$00050a,compressed_or_random,compressed_or_random
$007400,$07050a,compressed_or_random,structured_data
$007400,$00220e,compressed_or_random,graphics_or_audio
$007400,$0c220e,compressed_or_random,graphics_or_audio
$007800,$007c48,compressed_or_random,compressed_or_random
$007800,$117c48,compressed_or_random,graphics_or_audio
$007800,$006e22,compressed_or_random,compressed_or_random
$007800,$01ee22,compressed_or_random,repetitive_data
$007800,$004903,compressed_or_random,compressed_or_random
$007800,$004903,compressed_or_random,compressed_or_random
$007800,$000100,compressed_or_random,graphics_or_audio
$007800,$210100,compressed_or_random,text_or_code
$007800,$004542,compressed_or_random,compressed_or_random
$007800,$034542,compressed_or_random,compressed_or_random
$007c00,$0039ab,compressed_or_random,graphics_or_audio
$007c00,$0063e2,compressed_or_random,compressed_or_random
$007c00,$0863e2,compressed_or_random,compressed_or_random
$007c00,$0022b9,compressed_or_random,graphics_or_audio
$007c00,$002b20,compressed_or_random,compressed_or_random
$007c00,$3eab20,compressed_or_random,compressed_or_random
$007c00,$007f00,compressed_or_random,compressed_or_random
$007c00,$007f00,compressed_or_random,compressed_or_random
$007c00,$002c8d,compressed_or_random,compressed_or_random
$007c00,$007f00,compressed_or_random,compressed_or_random
$008000,$004905,graphics_or_audio,compressed_or_random
$008000,$004905,graphics_or_audio,compressed_or_random
$008000,$005800,graphics_or_audio,graphics_or_audio
$008000,$20d800,graphics_or_audio,graphics_or_audio
$008000,$004541,graphics_or_audio,compressed_or_random
$008000,$024541,graphics_or_audio,graphics_or_audio
$008000,$005a00,graphics_or_audio,graphics_or_audio
$008000,$007c00,graphics_or_audio,compressed_or_random
$008000,$00388d,graphics_or_audio,graphics_or_audio
$008000,$007f00,graphics_or_audio,compressed_or_random
$008400,$0042ab,graphics_or_audio,compressed_or_random
$008400,$1842ab,graphics_or_audio,graphics_or_audio
$008400,$00396b,graphics_or_audio,graphics_or_audio
$008400,$19396b,graphics_or_audio,graphics_or_audio
$008400,$006432,graphics_or_audio,compressed_or_random
$008400,$14e432,graphics_or_audio,compressed_or_random
$008400,$0006af,graphics_or_audio,compressed_or_random
$008400,$007ff8,graphics_or_audio,compressed_or_random
$008400,$01fff8,graphics_or_audio,repetitive_data
$008400,$003a8d,graphics_or_audio,graphics_or_audio
$008800,$00347b,compressed_or_random,graphics_or_audio
$008800,$10347b,compressed_or_random,graphics_or_audio
$008800,$000d88,compressed_or_random,graphics_or_audio
$008800,$003487,compressed_or_random,graphics_or_audio
$008800,$000840,compressed_or_random,graphics_or_audio
$008800,$00098d,compressed_or_random,graphics_or_audio
$008800,$002db4,compressed_or_random,compressed_or_random
$008800,$3fadb4,compressed_or_random,repetitive_data
$008800,$00347f,compressed_or_random,graphics_or_audio
$008800,$10347f,compressed_or_random,graphics_or_audio
$008c00,$003495,compressed_or_random,graphics_or_audio
$008c00,$2e3495,compressed_or_random,graphics_or_audio
$008c00,$00408c,compressed_or_random,compressed_or_random
$008c00,$11408c,compressed_or_random,compressed_or_random
$008c00,$00408d,compressed_or_random,compressed_or_random
$008c00,$0013ad,compressed_or_random,compressed_or_random
$008c00,$007ffe,compressed_or_random,compressed_or_random
$008c00,$057ffe,compressed_or_random,graphics_or_audio
$008c00,$000d0a,compressed_or_random,graphics_or_audio
$008c00,$003497,compressed_or_random,graphics_or_audio
$009000,$006790,compressed_or_random,compressed_or_random
$009000,$266790,compressed_or_random,graphics_or_audio
$009000,$002090,compressed_or_random,graphics_or_audio
$009000,$002090,compressed_or_random,graphics_or_audio
$009000,$0054b9,compressed_or_random,graphics_or_audio
$009000,$00480a,compressed_or_random,compressed_or_random
$009000,$0040c8,compressed_or_random,compressed_or_random
$009000,$1040c8,compressed_or_random,graphics_or_audio
$009000,$007490,compressed_or_random,compressed_or_random
$009000,$267490,compressed_or_random,graphics_or_audio
$009400,$00408d,graphics_or_audio,compressed_or_random
$009400,$000ddb,graphics_or_audio,graphics_or_audio
$009400,$005bc4,graphics_or_audio,graphics_or_audio
$009400,$00488d,graphics_or_audio,compressed_or_random
$009400,$000ddb,graphics_or_audio,graphics_or_audio
$009400,$005bcc,graphics_or_audio,graphics_or_audio
$009400,$00508d,graphics_or_audio,compressed_or_random
$009400,$000ddb,graphics_or_audio,graphics_or_audio
$009400,$005bd4,graphics_or_audio,graphics_or_audio
$009400,$00588d,graphics_or_audio,graphics_or_audio
$009800,$0025b9,graphics_or_audio,compressed_or_random
$009800,$0025b9,graphics_or_audio,compressed_or_random
$009800,$002f27,graphics_or_audio,compressed_or_random
$009800,$002f27,graphics_or_audio,compressed_or_random
$009800,$0049dd,graphics_or_audio,compressed_or_random
$009800,$3dc9dd,graphics_or_audio,compressed_or_random
$009800,$0065be,graphics_or_audio,compressed_or_random
$009800,$007ccf,graphics_or_audio,compressed_or_random
$009800,$0046c6,graphics_or_audio,compressed_or_random
$009800,$007f29,graphics_or_audio,compressed_or_random
$009c00,$0049dd,graphics_or_audio,compressed_or_random
$009c00,$3dc9dd,graphics_or_audio,compressed_or_random
$009c00,$0065be,graphics_or_audio,compressed_or_random
$009c00,$007ccf,graphics_or_audio,compressed_or_random
$009c00,$0046c6,graphics_or_audio,compressed_or_random
$009c00,$007f29,graphics_or_audio,compressed_or_random
$009c00,$1fff29,graphics_or_audio,graphics_or_audio
$009c00,$002235,graphics_or_audio,graphics_or_audio
$009c00,$000ddd,graphics_or_audio,graphics_or_audio
$009c00,$1f8ddd,graphics_or_audio,graphics_or_audio
$00a000,$0025b9,graphics_or_audio,compressed_or_random
$00a000,$002f31,graphics_or_audio,compressed_or_random
$00a000,$002f31,graphics_or_audio,compressed_or_random
$00a000,$0065b9,graphics_or_audio,compressed_or_random
$00a000,$0070c8,graphics_or_audio,graphics_or_audio
$00a000,$02f0c8,graphics_or_audio,repetitive_data
$00a000,$005d43,graphics_or_audio,compressed_or_random
$00a000,$0049dd,graphics_or_audio,compressed_or_random
$00a000,$3dc9dd,graphics_or_audio,compressed_or_random
$00a000,$0065be,graphics_or_audio,compressed_or_random
$00a400,$002235,graphics_or_audio,graphics_or_audio
$00a400,$000ddd,graphics_or_audio,graphics_or_audio
$00a400,$1f8ddd,graphics_or_audio,graphics_or_audio
$00a400,$005d3f,graphics_or_audio,compressed_or_random
$00a400,$005d6d,graphics_or_audio,compressed_or_random
$00a400,$385d6d,graphics_or_audio,compressed_or_random
$00a400,$0039a8,graphics_or_audio,graphics_or_audio
$00a400,$0043a5,graphics_or_audio,compressed_or_random
$00a400,$14c3a5,graphics_or_audio,graphics_or_audio
$00a400,$007000,graphics_or_audio,graphics_or_audio
$00a800,$0048e5,graphics_or_audio,compressed_or_random
$00a800,$0070dd,graphics_or_audio,graphics_or_audio
$00a800,$0f70dd,graphics_or_audio,compressed_or_random
$00a800,$002d1e,graphics_or_audio,compressed_or_random
$00a800,$1fad1e,graphics_or_audio,compressed_or_random
$00a800,$005d3f,graphics_or_audio,compressed_or_random
$00a800,$003000,graphics_or_audio,compressed_or_random
$00a800,$0b3000,graphics_or_audio,graphics_or_audio
$00a800,$003e16,graphics_or_audio,graphics_or_audio
$00a800,$004fe5,graphics_or_audio,compressed_or_random
$00ac00,$0025b9,graphics_or_audio,compressed_or_random
$00ac00,$0025b9,graphics_or_audio,compressed_or_random
$00ac00,$002f31,graphics_or_audio,compressed_or_random
$00ac00,$002f31,graphics_or_audio,compressed_or_random
$00ac00,$0065b9,graphics_or_audio,compressed_or_random
$00ac00,$0070c8,graphics_or_audio,graphics_or_audio
$00ac00,$02f0c8,graphics_or_audio,repetitive_data
$00ac00,$004d05,graphics_or_audio,compressed_or_random
$00ac00,$21cd05,graphics_or_audio,graphics_or_audio
$00ac00,$005d43,graphics_or_audio,compressed_or_random
$00b000,$0046c6,graphics_or_audio,compressed_or_random
$00b000,$007f29,graphics_or_audio,compressed_or_random
$00b000,$1fff29,graphics_or_audio,graphics_or_audio
$00b000,$002235,graphics_or_audio,graphics_or_audio
$00b000,$000ddd,graphics_or_audio,graphics_or_audio
$00b000,$1f8ddd,graphics_or_audio,graphics_or_audio
$00b000,$005d3f,graphics_or_audio,compressed_or_random
$00b000,$005d79,graphics_or_audio,compressed_or_random
$00b000,$385d79,graphics_or_audio,compressed_or_random
$00b000,$0039a8,graphics_or_audio,graphics_or_audio
$00b400,$0039a8,graphics_or_audio,graphics_or_audio
$00b400,$0043a5,graphics_or_audio,compressed_or_random
$00b400,$14c3a5,graphics_or_audio,graphics_or_audio
$00b400,$007000,graphics_or_audio,graphics_or_audio
$00b400,$227000,graphics_or_audio,graphics_or_audio
$00b400,$003944,graphics_or_audio,graphics_or_audio
$00b400,$0043a5,graphics_or_audio,compressed_or_random
$00b400,$14c3a5,graphics_or_audio,graphics_or_audio
$00b400,$005000,graphics_or_audio,compressed_or_random
$00b400,$1e5000,graphics_or_audio,graphics_or_audio
$00b800,$002235,graphics_or_audio,graphics_or_audio
$00b800,$000ddd,graphics_or_audio,graphics_or_audio
$00b800,$1f8ddd,graphics_or_audio,graphics_or_audio
$00b800,$005d3f,graphics_or_audio,compressed_or_random
$00b800,$005d69,graphics_or_audio,compressed_or_random
$00b800,$385d69,graphics_or_audio,compressed_or_random
$00b800,$0039a8,graphics_or_audio,graphics_or_audio
$00b800,$0043a5,graphics_or_audio,compressed_or_random
$00b800,$14c3a5,graphics_or_audio,graphics_or_audio
$00b800,$007000,graphics_or_audio,graphics_or_audio
$00bc00,$0049dd,compressed_or_random,compressed_or_random
$00bc00,$3dc9dd,compressed_or_random,compressed_or_random
$00bc00,$0065be,compressed_or_random,compressed_or_random
$00bc00,$007ccf,compressed_or_random,compressed_or_random
$00bc00,$0046c6,compressed_or_random,compressed_or_random
$00bc00,$007f29,compressed_or_random,compressed_or_random
$00bc00,$1fff29,compressed_or_random,graphics_or_audio
$00bc00,$002235,compressed_or_random,graphics_or_audio
$00bc00,$000ddd,compressed_or_random,graphics_or_audio
$00bc00,$1f8ddd,compressed_or_random,graphics_or_audio
$00c000,$004425,graphics_or_audio,compressed_or_random
$00c000,$14c425,graphics_or_audio,compressed_or_random
$00c000,$0046d4,graphics_or_audio,compressed_or_random
$00c000,$002a0a,graphics_or_audio,compressed_or_random
$00c000,$006200,graphics_or_audio,compressed_or_random
$00c000,$106200,graphics_or_audio,graphics_or_audio
$00c000,$002520,graphics_or_audio,compressed_or_random
$00c000,$0c2520,graphics_or_audio,graphics_or_audio
$00c000,$001d18,graphics_or_audio,compressed_or_random
$00c000,$159d18,graphics_or_audio,compressed_or_random
$00c400,$0025db,compressed_or_random,compressed_or_random
$00c400,$0c25db,compressed_or_random,graphics_or_audio
$00c400,$004900,compressed_or_random,compressed_or_random
$00c400,$004900,compressed_or_random,compressed_or_random
$00c400,$001d00,compressed_or_random,compressed_or_random
$00c400,$179d00,compressed_or_random,graphics_or_audio
$00c400,$005b2f,compressed_or_random,graphics_or_audio
$00c400,$0062db,compressed_or_random,compressed_or_random
$00c400,$1062db,compressed_or_random,graphics_or_audio
$00c400,$002520,compressed_or_random,compressed_or_random
$00c800,$006af5,compressed_or_random,compressed_or_random
$00c800,$3f6af5,compressed_or_random,repetitive_data
$00c800,$006af9,compressed_or_random,compressed_or_random
$00c800,$3f6af9,compressed_or_random,repetitive_data
$00c800,$006afd,compressed_or_random,compressed_or_random
$00c800,$3f6afd,compressed_or_random,repetitive_data
$00c800,$006b01,compressed_or_random,compressed_or_random
$00c800,$3f6b01,compressed_or_random,repetitive_data
$00c800,$006b05,compressed_or_random,compressed_or_random
$00c800,$3f6b05,compressed_or_random,repetitive_data
$00cc00,$0020aa,compressed_or_random,graphics_or_audio
$00cc00,$0020aa,compressed_or_random,graphics_or_audio
$00cc00,$0072bd,compressed_or_random,graphics_or_audio
$00cc00,$15f2bd,compressed_or_random,compressed_or_random
$00cc00,$00502b,compressed_or_random,compressed_or_random
$00cc00,$09d02b,compressed_or_random,graphics_or_audio
$00cc00,$006813,compressed_or_random,compressed_or_random
$00cc00,$0048e8,compressed_or_random,compressed_or_random
$00cc00,$001000,compressed_or_random,compressed_or_random
$00cc00,$0029f3,compressed_or_random,compressed_or_random
$00d000,$0073c1,graphics_or_audio,graphics_or_audio
$00d000,$0040d4,graphics_or_audio,compressed_or_random
$00d000,$00438d,graphics_or_audio,compressed_or_random
$00d000,$0018f3,graphics_or_audio,graphics_or_audio
