Source_Offset,Target_Offset,Source_Type,Target_Type
$21d800,$001e41,graphics_or_audio,compressed_or_random
$21d800,$209e41,graphics_or_audio,graphics_or_audio
$21d800,$001e41,graphics_or_audio,compressed_or_random
$21d800,$309e41,graphics_or_audio,graphics_or_audio
$21dc00,$004136,graphics_or_audio,compressed_or_random
$21dc00,$194136,graphics_or_audio,graphics_or_audio
$21dc00,$000932,graphics_or_audio,graphics_or_audio
$21dc00,$390932,graphics_or_audio,compressed_or_random
$21dc00,$000072,graphics_or_audio,graphics_or_audio
$21dc00,$004030,graphics_or_audio,compressed_or_random
$21dc00,$004030,graphics_or_audio,compressed_or_random
$21dc00,$000000,graphics_or_audio,graphics_or_audio
$21dc00,$0d8000,graphics_or_audio,graphics_or_audio
$21dc00,$00402f,graphics_or_audio,compressed_or_random
$21e000,$001f4f,text_or_code,compressed_or_random
$21e000,$000000,text_or_code,graphics_or_audio
$21e000,$000000,text_or_code,graphics_or_audio
$21e000,$006100,text_or_code,compressed_or_random
$21e000,$00007a,text_or_code,graphics_or_audio
$21e000,$006000,text_or_code,compressed_or_random
$21e000,$00204f,text_or_code,graphics_or_audio
$21e000,$004628,text_or_code,compressed_or_random
$21e000,$374628,text_or_code,compressed_or_random
$21e000,$00116e,text_or_code,compressed_or_random
$21e400,$007f7f,graphics_or_audio,compressed_or_random
$21e400,$003f3b,graphics_or_audio,graphics_or_audio
$21e400,$1fbf3b,graphics_or_audio,graphics_or_audio
$21e400,$007fff,graphics_or_audio,compressed_or_random
$21e400,$007fff,graphics_or_audio,compressed_or_random
$21e400,$007fff,graphics_or_audio,compressed_or_random
$21e400,$3fffff,graphics_or_audio,repetitive_data
$21e400,$007f7f,graphics_or_audio,compressed_or_random
$21e400,$007fff,graphics_or_audio,compressed_or_random
$21e400,$007fff,graphics_or_audio,compressed_or_random
$21e800,$004038,graphics_or_audio,compressed_or_random
$21e800,$1e4038,graphics_or_audio,graphics_or_audio
$21e800,$00403c,graphics_or_audio,compressed_or_random
$21e800,$1e403c,graphics_or_audio,graphics_or_audio
$21e800,$00403c,graphics_or_audio,compressed_or_random
$21e800,$1ec03c,graphics_or_audio,compressed_or_random
$21e800,$00403d,graphics_or_audio,compressed_or_random
$21e800,$00609d,graphics_or_audio,compressed_or_random
$21e800,$00708f,graphics_or_audio,graphics_or_audio
$21e800,$00708f,graphics_or_audio,graphics_or_audio
$21ec00,$007f1e,text_or_code,compressed_or_random
$21ec00,$007ffe,text_or_code,compressed_or_random
$21ec00,$36fffe,text_or_code,compressed_or_random
$21ec00,$001e1d,text_or_code,compressed_or_random
$21ec00,$2b1e1d,text_or_code,compressed_or_random
$21ec00,$005856,text_or_code,graphics_or_audio
$21ec00,$001060,text_or_code,compressed_or_random
$21ec00,$0050c8,text_or_code,compressed_or_random
$21ec00,$3c50c8,text_or_code,graphics_or_audio
$21ec00,$000078,text_or_code,graphics_or_audio
$21f000,$0060df,text_or_code,compressed_or_random
$21f000,$0fe0df,text_or_code,compressed_or_random
$21f000,$00601f,text_or_code,compressed_or_random
$21f000,$08601f,text_or_code,compressed_or_random
$21f000,$00071e,text_or_code,compressed_or_random
$21f000,$2c871e,text_or_code,compressed_or_random
$21f000,$006659,text_or_code,compressed_or_random
$21f000,$00007f,text_or_code,graphics_or_audio
$21f000,$1f807f,text_or_code,graphics_or_audio
$21f000,$00403f,text_or_code,compressed_or_random
$21f400,$007c77,text_or_code,compressed_or_random
$21f400,$01fc77,text_or_code,repetitive_data
$21f400,$006ceb,text_or_code,compressed_or_random
$21f400,$007cdb,text_or_code,compressed_or_random
$21f400,$0008f7,text_or_code,graphics_or_audio
$21f400,$0008f7,text_or_code,graphics_or_audio
$21f400,$0004cb,text_or_code,compressed_or_random
$21f400,$3284cb,text_or_code,graphics_or_audio
$21f400,$000265,text_or_code,graphics_or_audio
$21f400,$000265,text_or_code,graphics_or_audio
$21f800,$005e4e,graphics_or_audio,compressed_or_random
$21f800,$185e4e,graphics_or_audio,graphics_or_audio
$21f800,$000888,graphics_or_audio,graphics_or_audio
$21f800,$000888,graphics_or_audio,graphics_or_audio
$21f800,$040888,graphics_or_audio,graphics_or_audio
$21f800,$00428c,graphics_or_audio,compressed_or_random
$21f800,$2a428c,graphics_or_audio,compressed_or_random
$21f800,$007ad4,graphics_or_audio,compressed_or_random
$21f800,$007c98,graphics_or_audio,compressed_or_random
$21f800,$00788c,graphics_or_audio,compressed_or_random
$21fc00,$00403e,graphics_or_audio,compressed_or_random
$21fc00,$0f403e,graphics_or_audio,compressed_or_random
$21fc00,$00601e,graphics_or_audio,compressed_or_random
$21fc00,$0040bc,graphics_or_audio,compressed_or_random
$21fc00,$001661,graphics_or_audio,compressed_or_random
$21fc00,$0d9661,graphics_or_audio,graphics_or_audio
$21fc00,$006c1b,graphics_or_audio,compressed_or_random
$21fc00,$1eec1b,graphics_or_audio,graphics_or_audio
$21fc00,$006e21,graphics_or_audio,compressed_or_random
$21fc00,$0047ca,graphics_or_audio,compressed_or_random
$220000,$000484,text_or_code,compressed_or_random
$220000,$000484,text_or_code,compressed_or_random
$220000,$0020a0,text_or_code,graphics_or_audio
$220000,$0071f1,text_or_code,graphics_or_audio
$220000,$1971f1,text_or_code,graphics_or_audio
$220000,$007332,text_or_code,graphics_or_audio
$220000,$08f332,text_or_code,compressed_or_random
$220000,$007211,text_or_code,graphics_or_audio
$220000,$007e85,text_or_code,compressed_or_random
$220000,$3dfe85,text_or_code,compressed_or_random
$220400,$00007f,text_or_code,graphics_or_audio
$220400,$000080,text_or_code,graphics_or_audio
$220400,$000080,text_or_code,graphics_or_audio
$220400,$000000,text_or_code,graphics_or_audio
$220400,$100000,text_or_code,compressed_or_random
$220400,$006020,text_or_code,compressed_or_random
$220400,$004585,text_or_code,compressed_or_random
$220400,$094585,text_or_code,graphics_or_audio
$220400,$000040,text_or_code,graphics_or_audio
$220400,$005050,text_or_code,compressed_or_random
$220800,$006d2a,structured_data,compressed_or_random
$220800,$003cbb,structured_data,graphics_or_audio
$220800,$000c8b,structured_data,graphics_or_audio
$220800,$001897,structured_data,graphics_or_audio
$220800,$001897,structured_data,graphics_or_audio
$220800,$0060c0,structured_data,compressed_or_random
$220800,$0860c0,structured_data,compressed_or_random
$220800,$0079e6,structured_data,compressed_or_random
$220800,$0c79e6,structured_data,graphics_or_audio
$220800,$006618,structured_data,compressed_or_random
$220c00,$0038a8,text_or_code,graphics_or_audio
$220c00,$0038a8,text_or_code,graphics_or_audio
$220c00,$0073d2,text_or_code,graphics_or_audio
$220c00,$0073d2,text_or_code,graphics_or_audio
$220c00,$006061,text_or_code,compressed_or_random
$220c00,$0062a3,text_or_code,compressed_or_random
$220c00,$0072d1,text_or_code,graphics_or_audio
$220c00,$1af2d1,text_or_code,graphics_or_audio
$220c00,$000e8a,text_or_code,graphics_or_audio
$220c00,$0b0e8a,text_or_code,graphics_or_audio
$221000,$0060e0,structured_data,compressed_or_random
$221000,$0060e0,structured_data,compressed_or_random
$221000,$000080,structured_data,graphics_or_audio
$221000,$000080,structured_data,graphics_or_audio
$221000,$000080,structured_data,graphics_or_audio
$221000,$000080,structured_data,graphics_or_audio
$221000,$000080,structured_data,graphics_or_audio
$221000,$200080,structured_data,graphics_or_audio
$221000,$000080,structured_data,graphics_or_audio
$221000,$000080,structured_data,graphics_or_audio
$221400,$000080,text_or_code,graphics_or_audio
$221400,$180080,text_or_code,compressed_or_random
$221400,$0040c0,text_or_code,compressed_or_random
$221400,$0040c0,text_or_code,compressed_or_random
$221400,$000080,text_or_code,graphics_or_audio
$221400,$000080,text_or_code,graphics_or_audio
$221400,$000080,text_or_code,graphics_or_audio
$221400,$000080,text_or_code,graphics_or_audio
$221400,$0040c0,text_or_code,compressed_or_random
$221400,$0040c0,text_or_code,compressed_or_random
$221800,$007090,text_or_code,graphics_or_audio
$221800,$107090,text_or_code,text_or_code
$221800,$006020,text_or_code,compressed_or_random
$221800,$206020,text_or_code,graphics_or_audio
$221800,$004040,text_or_code,compressed_or_random
$221800,$204040,text_or_code,graphics_or_audio
$221800,$004040,text_or_code,compressed_or_random
$221800,$000080,text_or_code,graphics_or_audio
$221800,$000080,text_or_code,graphics_or_audio
$221800,$00423c,text_or_code,compressed_or_random
$221c00,$007c8c,text_or_code,compressed_or_random
$221c00,$0070b0,text_or_code,graphics_or_audio
$221c00,$0040c0,text_or_code,compressed_or_random
$221c00,$0040c0,text_or_code,compressed_or_random
$221c00,$004040,text_or_code,compressed_or_random
$221c00,$204040,text_or_code,graphics_or_audio
$221c00,$004040,text_or_code,compressed_or_random
$221c00,$000080,text_or_code,graphics_or_audio
$221c00,$000080,text_or_code,graphics_or_audio
$221c00,$0060a0,text_or_code,compressed_or_random
$222000,$0070f0,graphics_or_audio,graphics_or_audio
$222000,$0060e0,graphics_or_audio,compressed_or_random
$222000,$0660e0,graphics_or_audio,graphics_or_audio
$222000,$004038,graphics_or_audio,compressed_or_random
$222000,$384038,graphics_or_audio,compressed_or_random
$222000,$000070,graphics_or_audio,graphics_or_audio
$222000,$380070,graphics_or_audio,compressed_or_random
$222000,$000070,graphics_or_audio,graphics_or_audio
$222000,$0040c0,graphics_or_audio,compressed_or_random
$222000,$000080,graphics_or_audio,graphics_or_audio
$222400,$0063c2,graphics_or_audio,compressed_or_random
$222400,$3063c2,graphics_or_audio,graphics_or_audio
$222400,$000e8e,graphics_or_audio,graphics_or_audio
$222400,$000e8e,graphics_or_audio,graphics_or_audio
$222400,$0047c7,graphics_or_audio,compressed_or_random
$222400,$000080,graphics_or_audio,graphics_or_audio
$222400,$000080,graphics_or_audio,graphics_or_audio
$222400,$0040c0,graphics_or_audio,compressed_or_random
$222400,$2040c0,graphics_or_audio,graphics_or_audio
$222400,$000000,graphics_or_audio,graphics_or_audio
$222800,$007e0f,structured_data,compressed_or_random
$222800,$3ffe0f,structured_data,repetitive_data
$222800,$00787f,structured_data,compressed_or_random
$222800,$03f87f,structured_data,repetitive_data
$222800,$007efe,structured_data,compressed_or_random
$222800,$0078f8,structured_data,compressed_or_random
$222800,$3ff8f8,structured_data,repetitive_data
$222800,$0000ff,structured_data,graphics_or_audio
$222800,$0040ff,structured_data,compressed_or_random
$222800,$0000ff,structured_data,graphics_or_audio
$222c00,$007fff,structured_data,compressed_or_random
$222c00,$0078f8,structured_data,compressed_or_random
$222c00,$0078f8,structured_data,compressed_or_random
$222c00,$0040c0,structured_data,compressed_or_random
$222c00,$3840c0,structured_data,compressed_or_random
$222c00,$000000,structured_data,graphics_or_audio
$222c00,$000000,structured_data,graphics_or_audio
$222c00,$004438,structured_data,compressed_or_random
$222c00,$384438,structured_data,compressed_or_random
$222c00,$000870,structured_data,graphics_or_audio
$223000,$000080,structured_data,graphics_or_audio
$223000,$0070f0,structured_data,graphics_or_audio
$223000,$007fff,structured_data,compressed_or_random
$223000,$007fff,structured_data,compressed_or_random
$223000,$007f00,structured_data,compressed_or_random
$223000,$007f1f,structured_data,compressed_or_random
$223000,$007f1f,structured_data,compressed_or_random
$223000,$007f00,structured_data,compressed_or_random
$223000,$007fff,structured_data,compressed_or_random
$223000,$007fff,structured_data,compressed_or_random
$223400,$00671f,text_or_code,compressed_or_random
$223400,$03e71f,text_or_code,compressed_or_random
$223400,$007f00,text_or_code,compressed_or_random
$223400,$007f00,text_or_code,compressed_or_random
$223400,$007f00,text_or_code,compressed_or_random
$223400,$0001fe,text_or_code,graphics_or_audio
$223400,$0040ff,text_or_code,compressed_or_random
$223400,$0000ff,text_or_code,graphics_or_audio
$223400,$0040ff,text_or_code,compressed_or_random
$223400,$004c10,text_or_code,compressed_or_random
$223800,$0040c0,graphics_or_audio,compressed_or_random
$223800,$1c40c0,graphics_or_audio,graphics_or_audio
$223800,$004ece,graphics_or_audio,compressed_or_random
$223800,$1bcece,graphics_or_audio,graphics_or_audio
$223800,$001f9d,graphics_or_audio,compressed_or_random
$223800,$371f9d,graphics_or_audio,graphics_or_audio
$223800,$006020,graphics_or_audio,compressed_or_random
$223800,$026020,graphics_or_audio,compressed_or_random
$223800,$004f01,graphics_or_audio,compressed_or_random
$223800,$204f01,graphics_or_audio,text_or_code
$223c00,$004700,text_or_code,compressed_or_random
$223c00,$00c700,text_or_code,compressed_or_random
$223c00,$0047c7,text_or_code,compressed_or_random
$223c00,$07c7c7,text_or_code,graphics_or_audio
$223c00,$0078ff,text_or_code,compressed_or_random
$223c00,$007fff,text_or_code,compressed_or_random
$223c00,$007fff,text_or_code,compressed_or_random
$223c00,$007f83,text_or_code,compressed_or_random
$223c00,$00ff83,text_or_code,repetitive_data
$223c00,$007f01,text_or_code,compressed_or_random
$224000,$007ee0,text_or_code,compressed_or_random
$224000,$007c80,text_or_code,compressed_or_random
$224000,$007c80,text_or_code,compressed_or_random
$224000,$007800,text_or_code,compressed_or_random
$224000,$007800,text_or_code,compressed_or_random
$224000,$007000,text_or_code,graphics_or_audio
$224000,$007000,text_or_code,graphics_or_audio
$224000,$006000,text_or_code,compressed_or_random
$224000,$006000,text_or_code,compressed_or_random
$224000,$004000,text_or_code,compressed_or_random
$224400,$0043c3,text_or_code,compressed_or_random
$224400,$1c43c3,text_or_code,graphics_or_audio
$224400,$0043c3,text_or_code,compressed_or_random
$224400,$0e43c3,text_or_code,compressed_or_random
$224400,$0060e0,text_or_code,compressed_or_random
$224400,$0060e0,text_or_code,compressed_or_random
$224400,$004300,text_or_code,compressed_or_random
$224400,$03c300,text_or_code,compressed_or_random
$224400,$007ff8,text_or_code,compressed_or_random
$224400,$0078c0,text_or_code,compressed_or_random
$224800,$0040c0,graphics_or_audio,compressed_or_random
$224800,$1e40c0,graphics_or_audio,graphics_or_audio
$224800,$000383,graphics_or_audio,graphics_or_audio
$224800,$000383,graphics_or_audio,graphics_or_audio
$224800,$004000,graphics_or_audio,compressed_or_random
$224800,$007cc0,graphics_or_audio,compressed_or_random
$224800,$3e7cc0,graphics_or_audio,compressed_or_random
$224800,$007f7c,graphics_or_audio,compressed_or_random
$224800,$0060e4,graphics_or_audio,compressed_or_random
$224800,$0860e4,graphics_or_audio,compressed_or_random
$224c00,$000080,text_or_code,graphics_or_audio
$224c00,$000080,text_or_code,graphics_or_audio
$224c00,$000000,text_or_code,graphics_or_audio
$224c00,$000000,text_or_code,graphics_or_audio
$224c00,$0070f0,text_or_code,graphics_or_audio
$224c00,$0070f0,text_or_code,graphics_or_audio
$224c00,$0060e0,text_or_code,compressed_or_random
$224c00,$0060e0,text_or_code,compressed_or_random
$224c00,$0060e0,text_or_code,compressed_or_random
$224c00,$0040c0,text_or_code,compressed_or_random
$225000,$000000,text_or_code,graphics_or_audio
$225000,$000000,text_or_code,graphics_or_audio
$225000,$000000,text_or_code,graphics_or_audio
$225000,$000000,text_or_code,graphics_or_audio
$225000,$00027c,text_or_code,graphics_or_audio
$225000,$3c027c,text_or_code,graphics_or_audio
$225000,$000678,text_or_code,compressed_or_random
$225000,$3c0678,text_or_code,graphics_or_audio
$225000,$000478,text_or_code,compressed_or_random
$225000,$000000,text_or_code,graphics_or_audio
$225400,$000000,text_or_code,graphics_or_audio
$225400,$000000,text_or_code,graphics_or_audio
$225400,$000080,text_or_code,graphics_or_audio
$225400,$020080,text_or_code,graphics_or_audio
$225400,$0070f0,text_or_code,graphics_or_audio
$225400,$000080,text_or_code,graphics_or_audio
$225400,$000080,text_or_code,graphics_or_audio
$225400,$004080,text_or_code,compressed_or_random
$225400,$204080,text_or_code,graphics_or_audio
$225400,$006040,text_or_code,compressed_or_random
$225800,$000060,text_or_code,graphics_or_audio
$225800,$0e0060,text_or_code,graphics_or_audio
$225800,$000000,text_or_code,graphics_or_audio
$225800,$000000,text_or_code,graphics_or_audio
$225800,$006000,text_or_code,compressed_or_random
$225800,$006000,text_or_code,compressed_or_random
$225800,$007800,text_or_code,compressed_or_random
$225800,$007800,text_or_code,compressed_or_random
$225800,$007000,text_or_code,graphics_or_audio
$225800,$007000,text_or_code,graphics_or_audio
$225c00,$004080,text_or_code,compressed_or_random
$225c00,$000080,text_or_code,graphics_or_audio
$225c00,$000090,text_or_code,graphics_or_audio
$225c00,$000090,text_or_code,graphics_or_audio
$225c00,$000c08,text_or_code,graphics_or_audio
$225c00,$001891,text_or_code,graphics_or_audio
$225c00,$0038b0,text_or_code,graphics_or_audio
$225c00,$0038a0,text_or_code,graphics_or_audio
$225c00,$0038a0,text_or_code,graphics_or_audio
$225c00,$006010,text_or_code,compressed_or_random
$226000,$005080,text_or_code,compressed_or_random
$226000,$004080,text_or_code,compressed_or_random
$226000,$004080,text_or_code,compressed_or_random
$226000,$000000,text_or_code,graphics_or_audio
$226000,$000000,text_or_code,graphics_or_audio
$226000,$006c68,text_or_code,compressed_or_random
$226000,$146c68,text_or_code,compressed_or_random
$226000,$006c28,text_or_code,compressed_or_random
$226000,$126c28,text_or_code,graphics_or_audio
$226000,$000000,text_or_code,graphics_or_audio
$226400,$000f8e,text_or_code,graphics_or_audio
$226400,$060f8e,text_or_code,compressed_or_random
$226400,$001c98,text_or_code,compressed_or_random
$226400,$001c98,text_or_code,compressed_or_random
$226400,$381c98,text_or_code,compressed_or_random
$226400,$000000,text_or_code,graphics_or_audio
$226400,$000000,text_or_code,graphics_or_audio
$226400,$000000,text_or_code,graphics_or_audio
$226400,$000000,text_or_code,graphics_or_audio
$226400,$000000,text_or_code,graphics_or_audio
$226800,$000000,text_or_code,graphics_or_audio
$226800,$001888,text_or_code,graphics_or_audio
$226800,$041888,text_or_code,compressed_or_random
$226800,$001808,text_or_code,graphics_or_audio
$226800,$041808,text_or_code,compressed_or_random
$226800,$001010,text_or_code,compressed_or_random
$226800,$001090,text_or_code,compressed_or_random
$226800,$039090,text_or_code,graphics_or_audio
$226800,$000178,text_or_code,graphics_or_audio
$226800,$060178,text_or_code,compressed_or_random
$226c00,$004000,text_or_code,compressed_or_random
$226c00,$004000,text_or_code,compressed_or_random
$226c00,$004000,text_or_code,compressed_or_random
$226c00,$004000,text_or_code,compressed_or_random
$226c00,$000000,text_or_code,graphics_or_audio
$226c00,$000000,text_or_code,graphics_or_audio
$226c00,$003800,text_or_code,graphics_or_audio
$226c00,$005980,text_or_code,graphics_or_audio
$226c00,$007d80,text_or_code,compressed_or_random
$226c00,$007f90,text_or_code,compressed_or_random
$227000,$0070f0,graphics_or_audio,graphics_or_audio
$227000,$0040c0,graphics_or_audio,compressed_or_random
$227000,$0040c0,graphics_or_audio,compressed_or_random
$227000,$007e0e,graphics_or_audio,compressed_or_random
$227000,$077e0e,graphics_or_audio,compressed_or_random
$227000,$007e0e,graphics_or_audio,compressed_or_random
$227000,$0f7e0e,graphics_or_audio,graphics_or_audio
$227000,$007e1e,graphics_or_audio,compressed_or_random
$227000,$1e7e1e,graphics_or_audio,graphics_or_audio
$227000,$007c3c,graphics_or_audio,compressed_or_random
$227400,$003037,text_or_code,compressed_or_random
$227400,$373037,text_or_code,compressed_or_random
$227400,$0018da,text_or_code,graphics_or_audio
$227400,$0040e4,text_or_code,compressed_or_random
$227400,$0000b8,text_or_code,graphics_or_audio
$227400,$003037,text_or_code,compressed_or_random
$227400,$373037,text_or_code,compressed_or_random
$227400,$0018da,text_or_code,graphics_or_audio
$227400,$0040e4,text_or_code,compressed_or_random
$227400,$0000b8,text_or_code,graphics_or_audio
$227800,$000870,text_or_code,graphics_or_audio
$227800,$040870,text_or_code,graphics_or_audio
$227800,$005008,text_or_code,compressed_or_random
$227800,$005008,text_or_code,compressed_or_random
$227800,$00004f,text_or_code,graphics_or_audio
$227800,$38004f,text_or_code,compressed_or_random
$227800,$002850,text_or_code,compressed_or_random
$227800,$00400f,text_or_code,compressed_or_random
$227800,$0dc00f,text_or_code,graphics_or_audio
$227800,$00001b,text_or_code,graphics_or_audio
$227c00,$000080,graphics_or_audio,graphics_or_audio
$227c00,$000080,graphics_or_audio,graphics_or_audio
$227c00,$000000,graphics_or_audio,graphics_or_audio
$227c00,$006850,graphics_or_audio,compressed_or_random
$227c00,$000080,graphics_or_audio,graphics_or_audio
$227c00,$000080,graphics_or_audio,graphics_or_audio
$227c00,$0050d0,graphics_or_audio,compressed_or_random
$227c00,$0078f8,graphics_or_audio,compressed_or_random
$227c00,$0070f0,graphics_or_audio,graphics_or_audio
$227c00,$0078f8,graphics_or_audio,compressed_or_random
$228000,$000080,structured_data,graphics_or_audio
$228000,$000080,structured_data,graphics_or_audio
$228000,$005980,structured_data,graphics_or_audio
$228000,$00d980,structured_data,graphics_or_audio
$228000,$0041c1,structured_data,compressed_or_random
$228000,$0058d8,structured_data,graphics_or_audio
$228000,$0059d9,structured_data,graphics_or_audio
$228000,$00d9d9,structured_data,graphics_or_audio
$228000,$000080,structured_data,graphics_or_audio
$228000,$000080,structured_data,graphics_or_audio
$228400,$000000,graphics_or_audio,graphics_or_audio
$228400,$000000,graphics_or_audio,graphics_or_audio
$228400,$000080,graphics_or_audio,graphics_or_audio
$228400,$000080,graphics_or_audio,graphics_or_audio
$228400,$000000,graphics_or_audio,graphics_or_audio
$228400,$000000,graphics_or_audio,graphics_or_audio
$228400,$000181,graphics_or_audio,graphics_or_audio
$228400,$000181,graphics_or_audio,graphics_or_audio
$228400,$000080,graphics_or_audio,graphics_or_audio
$228400,$000080,graphics_or_audio,graphics_or_audio
$228800,$000040,graphics_or_audio,graphics_or_audio
$228800,$100040,graphics_or_audio,compressed_or_random
$228800,$001098,graphics_or_audio,compressed_or_random
$228800,$000080,graphics_or_audio,graphics_or_audio
$228800,$200080,graphics_or_audio,graphics_or_audio
$228800,$00619e,graphics_or_audio,compressed_or_random
$228800,$005ff2,graphics_or_audio,compressed_or_random
$228800,$000080,graphics_or_audio,graphics_or_audio
$228800,$000080,graphics_or_audio,graphics_or_audio
$228800,$00710f,graphics_or_audio,graphics_or_audio
$228c00,$00187a,graphics_or_audio,graphics_or_audio
$228c00,$00749e,graphics_or_audio,compressed_or_random
$228c00,$35f49e,graphics_or_audio,structured_data
$228c00,$00726b,graphics_or_audio,graphics_or_audio
$228c00,$3df26b,graphics_or_audio,compressed_or_random
$228c00,$00177b,graphics_or_audio,compressed_or_random
$228c00,$000080,graphics_or_audio,graphics_or_audio
$228c00,$0a0080,graphics_or_audio,graphics_or_audio
$228c00,$001d7d,graphics_or_audio,compressed_or_random
$228c00,$003030,graphics_or_audio,compressed_or_random
$229000,$004834,graphics_or_audio,compressed_or_random
$229000,$0040e0,graphics_or_audio,compressed_or_random
$229000,$2040e0,graphics_or_audio,graphics_or_audio
$229000,$000888,graphics_or_audio,graphics_or_audio
$229000,$180888,graphics_or_audio,compressed_or_random
$229000,$000080,graphics_or_audio,graphics_or_audio
$229000,$000080,graphics_or_audio,graphics_or_audio
$229000,$000080,graphics_or_audio,graphics_or_audio
$229000,$000080,graphics_or_audio,graphics_or_audio
$229000,$000074,graphics_or_audio,graphics_or_audio
$229400,$00403f,graphics_or_audio,compressed_or_random
$229400,$007fcf,graphics_or_audio,compressed_or_random
$229400,$3fffcf,graphics_or_audio,repetitive_data
$229400,$00617f,graphics_or_audio,compressed_or_random
$229400,$005fb6,graphics_or_audio,compressed_or_random
$229400,$3ddfb6,graphics_or_audio,compressed_or_random
$229400,$004090,graphics_or_audio,compressed_or_random
$229400,$0040c0,graphics_or_audio,compressed_or_random
$229400,$1fc0c0,graphics_or_audio,graphics_or_audio
$229400,$00720d,graphics_or_audio,graphics_or_audio
$229800,$006f9e,graphics_or_audio,compressed_or_random
$229800,$07ef9e,graphics_or_audio,repetitive_data
$229800,$0064da,graphics_or_audio,compressed_or_random
$229800,$007986,graphics_or_audio,compressed_or_random
$229800,$00203e,graphics_or_audio,graphics_or_audio
$229800,$38a03e,graphics_or_audio,compressed_or_random
$229800,$006e71,graphics_or_audio,compressed_or_random
$229800,$086e71,graphics_or_audio,graphics_or_audio
$229800,$001010,graphics_or_audio,compressed_or_random
$229800,$000495,graphics_or_audio,compressed_or_random
$229c00,$007c9b,graphics_or_audio,compressed_or_random
$229c00,$00689b,graphics_or_audio,compressed_or_random
$229c00,$20689b,graphics_or_audio,graphics_or_audio
$229c00,$00215e,graphics_or_audio,graphics_or_audio
$229c00,$004bf9,graphics_or_audio,compressed_or_random
$229c00,$00795a,graphics_or_audio,compressed_or_random
$229c00,$000eb9,graphics_or_audio,graphics_or_audio
$229c00,$006edd,graphics_or_audio,compressed_or_random
$229c00,$003db5,graphics_or_audio,graphics_or_audio
$229c00,$083db5,graphics_or_audio,graphics_or_audio
$22a000,$000c5a,graphics_or_audio,graphics_or_audio
$22a000,$058c5a,graphics_or_audio,graphics_or_audio
$22a000,$000080,graphics_or_audio,graphics_or_audio
$22a000,$000080,graphics_or_audio,graphics_or_audio
$22a000,$000bf6,graphics_or_audio,graphics_or_audio
$22a000,$007808,graphics_or_audio,compressed_or_random
$22a000,$004b6b,graphics_or_audio,compressed_or_random
$22a000,$104b6b,graphics_or_audio,compressed_or_random
$22a000,$006020,graphics_or_audio,compressed_or_random
$22a000,$0a6020,graphics_or_audio,graphics_or_audio
$22a400,$0078ff,graphics_or_audio,compressed_or_random
$22a400,$007dfd,graphics_or_audio,compressed_or_random
$22a400,$03fdfd,graphics_or_audio,repetitive_data
$22a400,$007f07,graphics_or_audio,compressed_or_random
$22a400,$001ff0,graphics_or_audio,compressed_or_random
$22a400,$001ff0,graphics_or_audio,compressed_or_random
$22a400,$0078f8,graphics_or_audio,compressed_or_random
$22a400,$03f8f8,graphics_or_audio,repetitive_data
$22a400,$000e71,graphics_or_audio,graphics_or_audio
$22a400,$007fe0,graphics_or_audio,compressed_or_random
$22a800,$00704f,graphics_or_audio,graphics_or_audio
$22a800,$00679e,graphics_or_audio,compressed_or_random
$22a800,$004bba,graphics_or_audio,compressed_or_random
$22a800,$03cbba,graphics_or_audio,compressed_or_random
$22a800,$0029ce,graphics_or_audio,compressed_or_random
$22a800,$1129ce,graphics_or_audio,graphics_or_audio
$22a800,$0072cd,graphics_or_audio,graphics_or_audio
$22a800,$000080,graphics_or_audio,graphics_or_audio
$22a800,$038080,graphics_or_audio,graphics_or_audio
$22a800,$001818,graphics_or_audio,graphics_or_audio
$22ac00,$007c1e,graphics_or_audio,compressed_or_random
$22ac00,$127c1e,graphics_or_audio,graphics_or_audio
$22ac00,$007824,graphics_or_audio,compressed_or_random
$22ac00,$0042ce,graphics_or_audio,compressed_or_random
$22ac00,$0142ce,graphics_or_audio,compressed_or_random
$22ac00,$000c8c,graphics_or_audio,graphics_or_audio
$22ac00,$118c8c,graphics_or_audio,graphics_or_audio
$22ac00,$000142,graphics_or_audio,graphics_or_audio
$22ac00,$3f0142,graphics_or_audio,repetitive_data
$22ac00,$00017e,graphics_or_audio,graphics_or_audio
$22b000,$007dc3,graphics_or_audio,compressed_or_random
$22b000,$002271,graphics_or_audio,graphics_or_audio
$22b000,$3d2271,graphics_or_audio,compressed_or_random
$22b000,$00327a,graphics_or_audio,compressed_or_random
$22b000,$000976,graphics_or_audio,graphics_or_audio
$22b000,$004d32,graphics_or_audio,compressed_or_random
$22b000,$284d32,graphics_or_audio,compressed_or_random
$22b000,$002a50,graphics_or_audio,compressed_or_random
$22b000,$002a50,graphics_or_audio,compressed_or_random
$22b000,$000020,graphics_or_audio,graphics_or_audio
$22b400,$006064,graphics_or_audio,compressed_or_random
$22b400,$166064,graphics_or_audio,text_or_code
$22b400,$00682c,graphics_or_audio,compressed_or_random
$22b400,$00403c,graphics_or_audio,compressed_or_random
$22b400,$00689c,graphics_or_audio,compressed_or_random
$22b400,$007800,graphics_or_audio,compressed_or_random
$22b400,$007800,graphics_or_audio,compressed_or_random
$22b400,$007000,graphics_or_audio,graphics_or_audio
$22b400,$0003fe,graphics_or_audio,graphics_or_audio
$22b400,$0023de,graphics_or_audio,graphics_or_audio
