Offset,Length,Encoding,Context,Text
$29f968,7,dq3_jp,Bank $53 at $f968,[CTRL]A[$e2]AzAa
$29f96b,4,ascii,Bank $53 at $f96b,AzAa
$29f97d,3,dq3_jp,Bank $53 at $f97d,[CTRL]@[CTRL]
$29f98d,5,dq3_jp,Bank $53 at $f98d,[CTRL]l[$87][$bd][$c1]
$29f9e0,4,ascii,Bank $53 at $f9e0,#UF.
$29fa63,4,ascii,Bank $53 at $fa63,4GhG
$29fa96,4,ascii,Bank $53 at $fa96,AxC8
$29face,3,dq3_jp,Bank $53 at $face,[CTRL][CTRL][$88]
$29fb58,5,dq3_menu,Bank $53 at $fb58,[$dc][$c0][$c4][$c6]
$29fbb1,4,ascii,Bank $53 at $fbb1,WH0G
$29fbd2,5,dq3_jp,Bank $53 at $fbd2,[CTRL]K[$ec][$d7][$92]
$29fc1e,4,ascii,Bank $53 at $fc1e,~C8A
$29fc44,13,dq3_jp,Bank $53 at $fc44,[CTRL][$c1][$91][$dd][$d2][$c2][$95]N[CTRL]\L[$85][$d0]
$29fc90,4,ascii,Bank $53 at $fc90,QU3U
$29fc94,10,dq3_jp,Bank $53 at $fc94,[CTRL][$c7][$f3][$c0][$bb][$f3][$c0][$c8][$93]F
$29fccf,9,dq3_jp,Bank $53 at $fccf,[CTRL]\C[$c8]A[$c2][CTRL][$c4][$8e]
$29fce8,3,dq3_jp,Bank $53 at $fce8,[CTRL][CTRL][$c1]
$29fd30,5,ascii,Bank $53 at $fd30,BHGbA
$29fd4c,3,dq3_jp,Bank $53 at $fd4c,[CTRL]bA
$29fd69,6,dq3_jp,Bank $53 at $fd69,[CTRL][$c5][$c0][$80][$d7]L
$29fd7c,6,dq3_jp,Bank $53 at $fd7c,[CTRL][$93][$c5][$c0]\[$f6]
$29fdf3,4,ascii,Bank $53 at $fdf3,A.oL
$29fdfc,3,dq3_jp,Bank $53 at $fdfc,[CTRL][$c5][$ce]
$29fe0d,3,dq3_jp,Bank $53 at $fe0d,[CTRL]ZA
$29fe31,6,dq3_jp,Bank $53 at $fe31,[CTRL][$80]pGnE
$29fe33,4,ascii,Bank $53 at $fe33,pGnE
$29fe68,3,dq3_jp,Bank $53 at $fe68,[CTRL][$be][$89]
$29fe88,16,dq3_jp,Bank $53 at $fe88,[CTRL][$d4][CTRL][$da][$91][CTRL]H[$cb][$ee][$93]n[CTRL][$d6][$c1][$99][$e0]
$29fea7,4,dq3_jp,Bank $53 at $fea7,[CTRL]H[$cb][$f6]
$29ffdb,3,dq3_jp,Bank $53 at $ffdb,[CTRL][$a2][$93]
$2a0022,5,ascii,Bank $54 at $8022,mBR4Y
$2a002c,3,dq3_jp,Bank $54 at $802c,[CTRL]kD
$2a008b,6,dq3_jp,Bank $54 at $808b,[CTRL]PB[$c3][$e4][CTRL]
$2a009f,4,ascii,Bank $54 at $809f,sPl)
$2a00ad,3,dq3_jp,Bank $54 at $80ad,[CTRL]z[$c3]
$2a00ca,3,dq3_jp,Bank $54 at $80ca,[CTRL][$ec][$c7]
$2a0137,8,dq3_jp,Bank $54 at $8137,[CTRL][$ec][$c3]m[$ed][$d2]`[CTRL]
$2a015b,4,ascii,Bank $54 at $815b,V!@C
$2a0178,3,dq3_jp,Bank $54 at $8178,[CTRL][$f0][$89]
$2a021e,7,dq3_jp,Bank $54 at $821e,[CTRL][$f2]AH[$c1]GJ
$2a0267,4,ascii,Bank $54 at $8267,2E>A
$2a0272,5,ascii,Bank $54 at $8272,"_V!""i"
$2a0279,6,ascii,Bank $54 at $8279,"O,A Cd"
$2a0315,9,dq3_jp,Bank $54 at $8315,[CTRL][$ae][$e1]~[$c7][$de][$c3][$f8][$b6]
$2a0349,4,ascii,Bank $54 at $8349,C.EX
$2a0368,6,dq3_jp,Bank $54 at $8368,[CTRL][$e4]G[$f8]E[$80]
$2a037e,3,dq3_jp,Bank $54 at $837e,[CTRL][$de][$cd]
$2a0393,6,dq3_jp,Bank $54 at $8393,[CTRL]KM@[$de][$c1]
$2a03a2,7,dq3_jp,Bank $54 at $83a2,[CTRL][$de][$cf][CTRL]QPK
$2a03ad,4,ascii,Bank $54 at $83ad,"""_HK"
$2a03c6,10,dq3_jp,Bank $54 at $83c6,[CTRL]aHK[$89][$8a][$ca]I[$b4]A
$2a03f6,4,ascii,Bank $54 at $83f6,Mn_L
$2a04cf,5,dq3_menu,Bank $54 at $84cf,[$c8][$bd][$c2][$b8]
$2a0514,3,dq3_jp,Bank $54 at $8514,[CTRL][$df][$c6]
$2a073b,4,dq3_jp,Bank $54 at $873b,[CTRL][$b5][$c6][$85]
$2a0787,4,dq3_jp,Bank $54 at $8787,[CTRL][$b5][$c6]y
$2a0902,4,dq3_jp,Bank $54 at $8902,[CTRL][$be][$c2]A
$2a0935,7,dq3_jp,Bank $54 at $8935,[CTRL][$bd][$c1][$bb][$a7][$80]X
$2a0948,6,dq3_jp,Bank $54 at $8948,[CTRL][$bd][$c1]t[$e8][$b5]
$2a0959,3,dq3_jp,Bank $54 at $8959,[CTRL][$c7][CTRL]
$2a0962,3,dq3_jp,Bank $54 at $8962,[CTRL]P[$85]
$2a0a06,4,dq3_jp,Bank $54 at $8a06,[CTRL][$b0]CV
$2a0a33,3,dq3_jp,Bank $54 at $8a33,[CTRL]I~
$2a0a41,4,ascii,Bank $54 at $8a41,D(XE
$2a0a54,3,dq3_jp,Bank $54 at $8a54,[CTRL][$90][CTRL]
$2a0a72,6,dq3_jp,Bank $54 at $8a72,[CTRL]B[$e0][$ef][$86][$8e]
$2a0adc,5,dq3_jp,Bank $54 at $8adc,[CTRL][$db][$ce][$a5][$c4]
$2a0af4,5,dq3_jp,Bank $54 at $8af4,[CTRL][$94][$c1][$e1][$80]
$2a0b00,4,dq3_jp,Bank $54 at $8b00,[CTRL][$d2][CTRL][$ac]
$2a0b06,3,dq3_jp,Bank $54 at $8b06,[CTRL][$e3]O
$2a0b17,3,dq3_jp,Bank $54 at $8b17,[CTRL]z[$c7]
$2a0b26,3,dq3_jp,Bank $54 at $8b26,[CTRL][$88][CTRL]
$2a0b3b,3,dq3_jp,Bank $54 at $8b3b,[CTRL]Ar
$2a0b48,3,dq3_jp,Bank $54 at $8b48,[CTRL]z[$c7]
$2a0b5b,4,dq3_jp,Bank $54 at $8b5b,[CTRL]x[$c9][$c0]
$2a0b7d,9,dq3_jp,Bank $54 at $8b7d,[CTRL][$e3]m[$c4][$88][$cb][$b2]A[$ec]
$2a0c39,8,ascii,Bank $54 at $8c39,8As=B(CN
$2a0c8a,4,ascii,Bank $54 at $8c8a,A^E0
$2a0c8e,3,dq3_jp,Bank $54 at $8c8e,[CTRL]U[$fb]
$2a0cc3,4,dq3_jp,Bank $54 at $8cc3,[CTRL][CTRL]a[$8d]
$2a0cce,4,ascii,Bank $54 at $8cce,D%]D
$2a0cd4,4,dq3_jp,Bank $54 at $8cd4,[CTRL]P[$cd][$80]
$2a0ce1,5,ascii,Bank $54 at $8ce1,wN'@v
$2a0d0f,11,dq3_jp,Bank $54 at $8d0f,[CTRL][$c3][$80][$ba]CaB_[$80]V[$89]
$2a0d13,4,ascii,Bank $54 at $8d13,CaB_
$2a0d2e,3,dq3_jp,Bank $54 at $8d2e,[CTRL][$8b]V
$2a0d39,5,dq3_jp,Bank $54 at $8d39,[CTRL][$d0][$8b]X[$97]
$2a0d49,8,dq3_jp,Bank $54 at $8d49,[CTRL][$cb][$e4][$cd]P[$c1][$9c][CTRL]
$2a0df1,3,dq3_jp,Bank $54 at $8df1,[CTRL][$e2][$c1]
$2a0e13,7,dq3_jp,Bank $54 at $8e13,[CTRL][$ae][CTRL]@A_P
$2a0e16,4,ascii,Bank $54 at $8e16,@A_P
$2a0e26,3,dq3_jp,Bank $54 at $8e26,[CTRL]zK
$2a0e43,8,dq3_jp,Bank $54 at $8e43,[CTRL]@[$bb][$c8][$f0][$87][$d2][$c5]
$2a0e72,3,dq3_jp,Bank $54 at $8e72,[CTRL]L[$c3]
$2a0e82,4,dq3_jp,Bank $54 at $8e82,[CTRL][$c6][CTRL][$ac]
$2a0e87,4,ascii,Bank $54 at $8e87,deDB
$2a0e95,6,dq3_jp,Bank $54 at $8e95,[CTRL]L[$c5]L[$c3][$88]
$2a0ebe,6,ascii,Bank $54 at $8ebe, S:A<A
$2a0efa,4,dq3_jp,Bank $54 at $8efa,[CTRL][$b0][CTRL][$f6]
$2a0f23,3,dq3_jp,Bank $54 at $8f23,[CTRL]@Y
$2a0f93,6,dq3_menu,Bank $54 at $8f93,[$bf][$c2][$ab][$c5][$c2]
$2a120e,6,dq3_jp,Bank $54 at $920e,[CTRL][$fb][$c8][$fc][$c7]y
$2a122d,4,dq3_menu,Bank $54 at $922d,[$d0][$c3][$c9]
$2a127a,4,dq3_jp,Bank $54 at $927a,[CTRL][$d5][$cc]z
$2a12ac,6,dq3_jp,Bank $54 at $92ac,[CTRL][$bb][$c0][$bf][$f1][$c0]
$2a1309,4,ascii,Bank $54 at $9309,sOD8
$2a1381,9,dq3_jp,Bank $54 at $9381,[CTRL][$94][$c7]\[CTRL][$80][$93]NA
$2a13a3,11,dq3_jp,Bank $54 at $93a3,[CTRL][$98][$cf]NE[$e6][$8b][$c0][CTRL][$87][$88]
$2a1465,4,dq3_jp,Bank $54 at $9465,[CTRL][$d9][$c0]y
$2a1493,6,ascii,Bank $54 at $9493,Q@ZA6S
$2a14a0,4,ascii,Bank $54 at $94a0,U@~A
$2a153d,6,dq3_jp,Bank $54 at $953d,[CTRL][$94][$c7]j[$fb][$96]
$2a157c,4,dq3_jp,Bank $54 at $957c,[CTRL]@F[CTRL]
$2a1583,3,dq3_jp,Bank $54 at $9583,[CTRL]`[$85]
$2a1589,3,dq3_jp,Bank $54 at $9589,[CTRL][$98][$87]
$2a1649,4,dq3_jp,Bank $54 at $9649,[CTRL][$d5][$c4][CTRL]
$2a17b2,5,dq3_jp,Bank $54 at $97b2,[CTRL]a[$c3][$ce]X
$2a17e5,4,ascii,Bank $54 at $97e5,@A@W
$2a17f2,4,ascii,Bank $54 at $97f2,rSVc
$2a1852,3,dq3_jp,Bank $54 at $9852,[CTRL][$8e][
$2a186f,10,dq3_jp,Bank $54 at $986f,[CTRL]A[$94][$bb][$8d][CTRL]F[$ce]A[$db]
$2a194e,4,dq3_menu,Bank $54 at $994e,[$d1][$c0][$d5]
$2a19b5,6,ascii,Bank $54 at $99b5,-Bb%@'
$2a19bc,7,ascii,Bank $54 at $99bc,U(-@b#D
$2a19d3,3,dq3_jp,Bank $54 at $99d3,[CTRL][$8b][$c0]
$2a19dc,4,dq3_jp,Bank $54 at $99dc,[CTRL]OpM
$2a1a7f,13,dq3_jp,Bank $54 at $9a7f,[CTRL]d[$89][$a8]x[$89]r[CTRL][$8a]A[$cd]e[CTRL]
$2a1aaa,4,dq3_jp,Bank $54 at $9aaa,[CTRL][$b8][$91][$c5]
$2a1adc,3,dq3_jp,Bank $54 at $9adc,[CTRL][$f0][$a7]
$2a1b15,4,dq3_jp,Bank $54 at $9b15,[CTRL]P[$e1]J
$2a1b33,4,dq3_item,Bank $54 at $9b33,[$8a]@S
$2a1b48,3,dq3_jp,Bank $54 at $9b48,[CTRL][$80][$e1]
$2a1b55,4,ascii,Bank $54 at $9b55,}W@x
$2a1b65,3,dq3_jp,Bank $54 at $9b65,[CTRL]pG
$2a1b69,6,dq3_jp,Bank $54 at $9b69,[CTRL][$a7][$cb][$c0][$b4][$c1]
$2a1bb8,4,ascii,Bank $54 at $9bb8,"I@,C"
$2a1c3e,6,dq3_jp,Bank $54 at $9c3e,[CTRL][$86][$c5]PbE
$2a1c45,3,dq3_jp,Bank $54 at $9c45,[CTRL]V[$87]
$2a1c56,11,dq3_jp,Bank $54 at $9c56,[CTRL]v[$85]bE[$96][CTRL][$a4][$85]d[CTRL]
$2a1c6d,3,dq3_jp,Bank $54 at $9c6d,[CTRL][$ae][CTRL]
$2a1c7d,3,dq3_jp,Bank $54 at $9c7d,[CTRL]BI
$2a1c89,15,dq3_jp,Bank $54 at $9c89,[CTRL]BI[$a2]C[$ba]G[$b8]j[$8f][$8e][CTRL][$8e][CTRL][$d6]
$2a1cad,4,dq3_jp,Bank $54 at $9cad,[CTRL][$da][CTRL][$a2]
$2a1cb9,4,ascii,Bank $54 at $9cb9,9AJ:
$2a1cbd,11,dq3_jp,Bank $54 at $9cbd,[CTRL]R[$87]N[$f9][$ca][$8f]P[$cf]D[$93]
$2a1ccc,4,ascii,Bank $54 at $9ccc,JEK_
$2a1ce1,4,ascii,Bank $54 at $9ce1,It2C
$2a1d16,3,dq3_jp,Bank $54 at $9d16,[CTRL][$a8][$fc]
$2a1d1b,4,dq3_jp,Bank $54 at $9d1b,[CTRL]j[$8f][$9e]
$2a1d36,5,ascii,Bank $54 at $9d36,APKRs
$2a1d5d,3,dq3_jp,Bank $54 at $9d5d,[CTRL]P[$93]
$2a1d6c,8,dq3_jp,Bank $54 at $9d6c,[CTRL][$9c][$91]x[$93][$c0][$87][$d7]
$2a1d77,5,dq3_jp,Bank $54 at $9d77,[CTRL][$9c][$93][$98][CTRL]
$2a1e5a,5,dq3_jp,Bank $54 at $9e5a,[CTRL][$cd][$c0]d[$d5]
$2a1e99,4,ascii,Bank $54 at $9e99,E6I>
$2a1ec2,6,ascii,Bank $54 at $9ec2,mZuEB]
$2a1edd,4,ascii,Bank $54 at $9edd,cEBb
$2a1f43,11,dq3_jp,Bank $54 at $9f43,[CTRL]@A[$bf][$f9][CTRL]PA@A[$b7]
$2a1f49,4,ascii,Bank $54 at $9f49,PA@A
$2a1ff0,4,ascii,Bank $54 at $9ff0,2-H3
$2a2002,4,ascii,Bank $54 at $a002,{B*E
$2a200a,6,ascii,Bank $54 at $a00a,5FzErU
$2a2021,5,dq3_jp,Bank $54 at $a021,[CTRL][$eb]@[$dc]O
$2a2083,6,dq3_item,Bank $54 at $a083,[$95]@U~i
$2a2084,4,ascii,Bank $54 at $a084,@U~i
$2a209a,4,ascii,Bank $54 at $a09a,MxC1
$2a209f,5,dq3_jp,Bank $54 at $a09f,[CTRL][$94][$b4][$cb]@
$2a20aa,3,dq3_jp,Bank $54 at $a0aa,[CTRL]zA
$2a2100,6,ascii,Bank $54 at $a100,;BNE@W
$2a2236,5,dq3_jp,Bank $54 at $a236,[CTRL][$df][$c0][$b9]E
$2a224c,4,dq3_jp,Bank $54 at $a24c,[CTRL][$eb][$c2]|
$2a23cc,4,dq3_menu,Bank $54 at $a3cc,[$ae][$b1][$ca]
$2a2469,4,ascii,Bank $54 at $a469,@A<E
$2a253c,5,ascii,Bank $54 at $a53c,$(A$e
$2a25e2,3,dq3_jp,Bank $54 at $a5e2,[CTRL]h[$8d]
$2a25f6,6,ascii,Bank $54 at $a5f6,]3H(Mt
$2a2611,4,dq3_jp,Bank $54 at $a611,[CTRL]i[$80][$df]
$2a261a,3,dq3_jp,Bank $54 at $a61a,[CTRL][$dc]{
$2a2627,3,dq3_jp,Bank $54 at $a627,[CTRL][$dc]{
$2a262f,4,dq3_jp,Bank $54 at $a62f,[CTRL][$dc]o[$e4]
$2a2635,4,dq3_jp,Bank $54 at $a635,[CTRL][$e6][$99][$ae]
$2a26b3,3,dq3_jp,Bank $54 at $a6b3,[CTRL][$a9][$ce]
$2a26f5,6,dq3_item,Bank $54 at $a6f5,[$8d]jYFE
$2a26f6,4,ascii,Bank $54 at $a6f6,jYFE
$2a275c,4,ascii,Bank $54 at $a75c,A&M\
$2a279c,3,dq3_jp,Bank $54 at $a79c,[CTRL]~_
$2a27a8,7,dq3_jp,Bank $54 at $a7a8,[CTRL]L[$85][$fc]M[$9a][$ab]
$2a27be,6,dq3_jp,Bank $54 at $a7be,[CTRL][$cc][$e9]p[$c9][$cd]
$2a27f8,4,ascii,Bank $54 at $a7f8,8CXS
$2a27ff,4,ascii,Bank $54 at $a7ff,x)pK
$2a2818,4,dq3_jp,Bank $54 at $a818,[CTRL]lGx
$2a282d,6,dq3_jp,Bank $54 at $a82d,[CTRL]T[CTRL][$b4]Gx
$2a2839,4,ascii,Bank $54 at $a839,q{F-
$2a28c7,4,ascii,Bank $54 at $a8c7,`)HI
$2a28d3,4,dq3_jp,Bank $54 at $a8d3,[CTRL]F[CTRL][$d8]
$2a28fb,3,dq3_jp,Bank $54 at $a8fb,[CTRL][$fc][$c3]
$2a292c,3,dq3_jp,Bank $54 at $a92c,[CTRL]~[$9b]
$2a2a01,4,ascii,Bank $54 at $aa01,DA:G
$2a2a17,8,dq3_jp,Bank $54 at $aa17,[CTRL]H[`d[$d1][$ca]Y
$2a2a18,4,ascii,Bank $54 at $aa18,H[`d
$2a2a4e,6,dq3_jp,Bank $54 at $aa4e,[CTRL][$a8][CTRL][$86][$95][$a6]
$2a2a64,3,dq3_jp,Bank $54 at $aa64,[CTRL][$d1][$c2]
$2a2a83,14,dq3_jp,Bank $54 at $aa83,[CTRL][$c5]~[$c3][$c2]O[$ec]Cg[$b3]P[$8d]s[$92]
$2a2ab4,4,ascii,Bank $54 at $aab4,G^I@
$2a2af1,5,ascii,Bank $54 at $aaf1,"""a.^E"
$2a2b25,4,ascii,Bank $54 at $ab25,2E(G
$2a2b38,5,ascii,Bank $54 at $ab38,E|GHW
$2a2b66,3,dq3_jp,Bank $54 at $ab66,[CTRL][$88][$d6]
$2a2b6c,4,dq3_jp,Bank $54 at $ab6c,[CTRL]D[$b3][$ee]
$2a2b81,9,dq3_jp,Bank $54 at $ab81,[CTRL][$86][$c0][$b5]B[$b2][$dc][$e3][$80]
$2a2b96,3,dq3_jp,Bank $54 at $ab96,[CTRL]D[CTRL]
$2a2bc3,12,dq3_jp,Bank $54 at $abc3,[CTRL][$92][$c7][$b8][$cb][$e0]V[$cb][$d0]El[$c1]
$2a2c08,3,dq3_jp,Bank $54 at $ac08,[CTRL][$86][$cd]
$2a2c5b,6,dq3_jp,Bank $54 at $ac5b,[CTRL]V[$8d][$f0][$99][$b2]
$2a2c6d,15,dq3_jp,Bank $54 at $ac6d,[CTRL][$dd][$bd][$8a]@[$c3][$e0][$a9][$ba][CTRL]n[CTRL][$c2][$87][$b1]
$2a2c80,10,dq3_jp,Bank $54 at $ac80,[CTRL][$dc][$b3][$be][$89][$d4]I[$d6][$b9]f
$2a2d23,4,dq3_jp,Bank $54 at $ad23,[CTRL][$d9][$c6][$80]
$2a2dbe,5,dq3_jp,Bank $54 at $adbe,[CTRL][$d2]G[$dd][$9f]
$2a2dd2,7,dq3_jp,Bank $54 at $add2,[CTRL][$f0]C[$9f]Y[CTRL]}
$2a2de9,7,dq3_jp,Bank $54 at $ade9,[CTRL][$ce]A[$d6]At[$87]
$2a2e0c,7,dq3_jp,Bank $54 at $ae0c,[CTRL][$ba][CTRL][$aa][$89][$88]{
$2a2e50,8,dq3_jp,Bank $54 at $ae50,[CTRL]Z[$f3][$c0][$d6][$f3][$c0][$89]
$2a2eb8,3,dq3_jp,Bank $54 at $aeb8,[CTRL][$ef][$c4]
$2a2ec0,7,dq3_jp,Bank $54 at $aec0,[CTRL][$dd]M[CTRL][$b6][CTRL]~
$2a2ef9,19,dq3_jp,Bank $54 at $aef9,[CTRL][$ca][$89]@[$a6][$c7][$a8][$c3][$e6][$8f][$e0][$89][$d0][$c9][$80][CTRL][$c0]E[$c2]
$2a2f15,7,dq3_jp,Bank $54 at $af15,[CTRL][$80][$c9][$94][CTRL]N[$c3]
$2a2f21,10,dq3_jp,Bank $54 at $af21,[CTRL]J[$91]Z[CTRL][$92][$af][$80]F[$95]
$2a2f34,23,dq3_jp,Bank $54 at $af34,[CTRL]f[$85]yE[$a2][$85]@T[$89][$8a][CTRL]yE[$c4][CTRL][$80][CTRL][$e6]C[$cd][$ab][CTRL]
$2a2fa2,4,ascii,Bank $54 at $afa2,Y@VI
$2a2fbc,3,dq3_jp,Bank $54 at $afbc,[CTRL][$d9][$c4]
$2a2fd1,4,dq3_jp,Bank $54 at $afd1,[CTRL][$89]p[$91]
$2a2ff3,3,dq3_jp,Bank $54 at $aff3,[CTRL][$93][$94]
$2a3005,3,dq3_jp,Bank $54 at $b005,[CTRL]A[$85]
$2a3034,5,dq3_jp,Bank $54 at $b034,[CTRL]FA[CTRL][$f2]
$2a303f,6,dq3_jp,Bank $54 at $b03f,[CTRL]sA[$8c][$93][CTRL]
$2a306a,5,dq3_jp,Bank $54 at $b06a,[CTRL][$ca][$fb][$8d][CTRL]
$2a3075,8,dq3_jp,Bank $54 at $b075,[CTRL][$f9]Au[$d7][$ee][$c6]C
$2a30e8,5,dq3_jp,Bank $54 at $b0e8,[CTRL]t[$d7]|[CTRL]
$2a30f7,5,dq3_jp,Bank $54 at $b0f7,[CTRL]u[$c3][$d4][$bf]
$2a319b,4,ascii,Bank $54 at $b19b,[<Qn
$2a31cd,4,dq3_jp,Bank $54 at $b1cd,[CTRL][$d8]A[CTRL]
$2a31fe,10,dq3_jp,Bank $54 at $b1fe,[CTRL][$bc][CTRL][$c4][$ab]\[$91]P[$bc][$b5]
$2a3248,5,dq3_jp,Bank $54 at $b248,[CTRL][$9e][$cd]F[$d1]
$2a32b3,4,dq3_jp,Bank $54 at $b2b3,[CTRL]h[$85][$d8]
$2a333e,3,dq3_jp,Bank $54 at $b33e,[CTRL][$b6][CTRL]
$2a3365,9,dq3_jp,Bank $54 at $b365,[CTRL]f[CTRL]n[CTRL][$a0][$c9][$c0][$87]
$2a339f,4,ascii,Bank $54 at $b39f,]~YB
$2a33b5,8,dq3_jp,Bank $54 at $b3b5,[CTRL][$de][$e5][$c4][$e3]OL[$e0]
$2a33c2,5,ascii,Bank $54 at $b3c2,(NO|i
$2a33f6,4,dq3_item,Bank $54 at $b3f6,[$9a]HA
$2a3439,3,dq3_jp,Bank $54 at $b439,[CTRL][$90][$bb]
$2a34df,4,ascii,Bank $54 at $b4df,RAYC
$2a35ae,7,dq3_item,Bank $54 at $b5ae,[$9d]@oUNw
$2a35af,5,ascii,Bank $54 at $b5af,@oUNw
$2a3610,4,dq3_jp,Bank $54 at $b610,[CTRL][$e3][$c2]y
$2a3694,7,dq3_jp,Bank $54 at $b694,[CTRL][$ed][$c2][$ee][$cc][$cd][$c5]
$2a37a0,8,ascii,Bank $54 at $b7a0,9B=A@<C?
$2a37be,4,ascii,Bank $54 at $b7be,uDvI
$2a37eb,10,dq3_jp,Bank $54 at $b7eb,[CTRL][$b4][$d3]nC[CTRL]K[$8a][$bd][$c1]
$2a37fc,3,dq3_jp,Bank $54 at $b7fc,[CTRL][$bd][$c7]
$2a3802,3,dq3_jp,Bank $54 at $b802,[CTRL][$b0][$d7]
$2a3811,5,dq3_jp,Bank $54 at $b811,[CTRL]_[$b1][$a0]a
$2a382f,5,dq3_jp,Bank $54 at $b82f,[CTRL][$fa]][$c0][$80]
$2a392a,4,dq3_jp,Bank $54 at $b92a,[CTRL][$d6]E[$9a]
$2a393b,15,dq3_jp,Bank $54 at $b93b,[CTRL]N[$9d]N[$99][$a2][$8a][$89]RiP[$8a][$99][$c6][CTRL]
$2a395c,3,dq3_jp,Bank $54 at $b95c,[CTRL][$b0][$99]
$2a3a34,8,ascii,Bank $54 at $ba34,iV G2AB*
$2a3a8a,11,dq3_jp,Bank $54 at $ba8a,[CTRL][$c1]E[$a9][$8e][$e0][CTRL][$ca][$c3][$e8][$c3]
$2a3a9e,8,dq3_jp,Bank $54 at $ba9e,[CTRL][$c8]E[$b0][$85][$d8]A[$8c]
$2a3aa8,6,ascii,Bank $54 at $baa8,"""AB!B\"
$2a3ac2,5,dq3_jp,Bank $54 at $bac2,[CTRL][CTRL]\[$87][$e1]
$2a3acb,5,dq3_jp,Bank $54 at $bacb,[CTRL][$88][$db][$c6][$8d]
$2a3afa,4,dq3_jp,Bank $54 at $bafa,[CTRL][$9d]p[$df]
$2a3b43,7,dq3_jp,Bank $54 at $bb43,[CTRL][$be]E[$b6][$c1][$ba]G
$2a3b73,4,dq3_jp,Bank $54 at $bb73,[CTRL][$88][CTRL][$f0]
$2a3bae,11,dq3_jp,Bank $54 at $bbae,[CTRL][$e9]H[$e9][$c8][$e6][$c3]K[$d1]V[$93]
$2a3bf2,4,dq3_jp,Bank $54 at $bbf2,[CTRL][$bd][$c2][$c4]
$2a3c93,4,dq3_jp,Bank $54 at $bc93,[CTRL]PzG
$2a3cb5,7,dq3_jp,Bank $54 at $bcb5,[CTRL][$e0][$8d][$bd][$c9][$ea][$85]
$2a3cce,4,ascii,Bank $54 at $bcce,KHLG
$2a3cf7,6,dq3_jp,Bank $54 at $bcf7,[CTRL][$9d]e[$bd][$f8][$90]
$2a3e97,4,ascii,Bank $54 at $be97,"5D,I"
$2a3ea7,6,ascii,Bank $54 at $bea7,sHfOZO
$2a3f39,3,dq3_jp,Bank $54 at $bf39,[CTRL][$96][$f7]
$2a3f3e,4,dq3_jp,Bank $54 at $bf3e,[CTRL][$e8][$f7][$88]
$2a3fa3,5,dq3_jp,Bank $54 at $bfa3,[CTRL][$b8]U[$9c][$bf]
$2a3fe6,6,dq3_jp,Bank $54 at $bfe6,[CTRL][$95]_N[CTRL][$d3]
$2a3ff9,8,dq3_jp,Bank $54 at $bff9,[CTRL][$ee]E[$bc][$c7]dIr
$2a400b,5,ascii,Bank $54 at $c00b,^OuYT
$2a402a,12,dq3_jp,Bank $54 at $c02a,[CTRL]r[$c5][$ef]k[$c0][$fa][$91]N[$fa][CTRL][$c5]
$2a4048,3,dq3_jp,Bank $54 at $c048,[CTRL][$ac]A
$2a407c,5,dq3_jp,Bank $54 at $c07c,[CTRL]`[CTRL][$ea][$d5]
$2a416b,3,dq3_jp,Bank $54 at $c16b,[CTRL]g[$8a]
$2a4193,3,dq3_jp,Bank $54 at $c193,[CTRL]X[$87]
$2a4199,3,dq3_jp,Bank $54 at $c199,[CTRL]@[$a0]
$2a41a4,4,dq3_jp,Bank $54 at $c1a4,[CTRL][$80]Am
$2a41b1,8,dq3_jp,Bank $54 at $c1b1,[CTRL]X[$8d]H[$c3][$d8]Al
$2a41ba,6,dq3_jp,Bank $54 at $c1ba,[CTRL]F[$8b]a[$a5][$d6]
$2a41f6,5,dq3_jp,Bank $54 at $c1f6,[CTRL][$f2]A[$d6]y
$2a4235,4,ascii,Bank $54 at $c235,#KB6
$2a423b,3,dq3_jp,Bank $54 at $c23b,[CTRL][$d4]A
$2a423d,4,ascii,Bank $54 at $c23d,A(OH
$2a4244,6,ascii,Bank $54 at $c244,% 'B!S
$2a425a,7,dq3_jp,Bank $54 at $c25a,[CTRL][$c3]b[$c1][$92][$c1]`
$2a427f,6,dq3_jp,Bank $54 at $c27f,[CTRL][$90]I[CTRL][$f4][$c3]
$2a4299,3,dq3_jp,Bank $54 at $c299,[CTRL]J[$85]
$2a42b3,4,dq3_jp,Bank $54 at $c2b3,[CTRL]b[$c3][$88]
$2a42d6,11,dq3_jp,Bank $54 at $c2d6,[CTRL]h`[$87][$c2][$90][$c1][$96][$c3]VC
$2a42f0,6,dq3_jp,Bank $54 at $c2f0,[CTRL][CTRL][$df][$c6]\[$cd]
$2a4302,3,dq3_jp,Bank $54 at $c302,[CTRL][$e1][$a9]
$2a432d,7,dq3_jp,Bank $54 at $c32d,[CTRL][$e8][$b6][$87][$e8][$8d]@
$2a43a9,5,ascii,Bank $54 at $c3a9,"0A,AE"
$2a43bf,4,ascii,Bank $54 at $c3bf,0Mx-
$2a43e1,4,dq3_jp,Bank $54 at $c3e1,[CTRL][$8e][$87][$f2]
$2a43f3,6,dq3_jp,Bank $54 at $c3f3,[CTRL]]q[$bd][$e2]^
$2a44a1,4,ascii,Bank $54 at $c4a1,`8OB
$2a44c0,4,ascii,Bank $54 at $c4c0,BBIo
$2a458b,4,ascii,Bank $54 at $c58b,LGLO
